Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
studio apartments near seaworld,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments near vineland premium outlets,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments orlando under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Orlando,Yes,Yes,T2,5,Long Tail,No,No article intent,Generated (AEO)
studio apartments southwest orlando,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments vineland,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments westwood blvd,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio parc pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Studio Parc),Orlando,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio parc reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Studio Parc),Orlando,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio parc vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Studio Parc),Orlando,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio pet friendly apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
tour checklist apartment orlando,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
town vineland pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Town Vineland),Orlando,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
town vineland reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Town Vineland),Orlando,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
town vineland vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Town Vineland),Orlando,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes southwest orlando,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Orlando,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes vineland,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Orlando,No,Yes,T2,2,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes westwood blvd,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Orlando,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
utilities cost orlando apartment,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
vineland apartments for rent,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
vineland landings pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Vineland Landings),Orlando,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
vineland landings reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Vineland Landings),Orlando,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
vineland landings vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Vineland Landings),Orlando,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
westwood blvd apartments for rent,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,Yes,Yes,T2,5,Long Tail,No,No local relevance,Generated (AEO)
what credit score do you need to rent in orlando,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,10,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what does rent include at apartments in orlando,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,8,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what floor plans does citi lakes offer,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,7,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what salary do you need to live in orlando,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,9,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
where is citi lakes located,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments near seaworld orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Major attraction proximity,Generated (Research)
apartments near universal studios orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Major attraction proximity,Generated (Research)
apartments near vineland premium outlets,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Shopping proximity keyword,Generated (Research)
apartments near international drive orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Major corridor proximity,Generated (Research)
apartments near disney world orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Major attraction proximity,Generated (Research)
smoke free apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Lifestyle differentiator,Generated (Research)
apartments with jogging trail orlando,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Amenity differentiator,Generated (Research)
apartments with coffee bar orlando,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Amenity differentiator,Generated (Research)
lakefront apartments orlando fl,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Waterfront living keyword,Generated (Research)
apartments with lakeside gazebo orlando,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Unique amenity differentiator,Generated (Research)
resort style apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Orlando,No,Yes,T2,4,Long Tail,Yes,Lifestyle keyword,Generated (Research)
apartments with billiards room orlando,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Amenity differentiator,Generated (Research)
no hidden fees apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Transparent pricing differentiator,Generated (Research)
apartments near lake eola park orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Recreation proximity keyword,Generated (Research)
apartments 32821 orlando,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,No,Yes,T2,3,Long Tail,Yes,Zip code search keyword,Generated (Research)
southwest orlando apartments for rent,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Submarket keyword,Generated (Research)
citi lakes orlando floor plans,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,5,Quick Win,Yes,Brand informational keyword,Generated (Research)
citi lakes orlando reviews,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,4,Quick Win,Yes,Brand reputation keyword,Generated (Research)
citi lakes orlando pricing,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,4,Quick Win,Yes,Brand transactional keyword,Generated (Research)
citi lakes pet policy,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,4,Quick Win,Yes,Brand pet policy keyword,Generated (Research)
apartments near orlando health,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments near adventhealth orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments near lockheed martin orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments with open concept layout orlando,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Interior feature keyword,Generated (Research)
apartments with 9 foot ceilings orlando,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Interior feature keyword,Generated (Research)
apartments with granite countertops orlando,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Interior feature keyword,Generated (Research)
