Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
new apartments near doraville marta station,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near emory university,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near i-85,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near mercedes-benz usa,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,No,No local relevance,Generated (AEO)
new apartments northeast atlanta,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new studio apartments atlanta,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
no deposit apartments atlanta,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
northeast atlanta apartments for rent,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments chamblee,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments doraville,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments embry hills,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Embry Hills comps),Atlanta,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near buford highway,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near cdc,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near doraville marta station,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near emory university,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near i-85,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near mercedes-benz usa,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,6,Long Tail,No,No local relevance,Generated (AEO)
pet friendly apartments northeast atlanta,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
questions to ask on an apartment tour,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Atlanta,Yes,Yes,T2,7,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
renters insurance cost atlanta,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Atlanta,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
renting with pets in atlanta,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
second floor vs first floor apartment,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Atlanta,Yes,Yes,T2,6,Long Tail,No,No local relevance,Generated (AEO)
short term furnished apartments atlanta,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 1 bedroom apartments atlanta,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 2 bedroom apartments atlanta,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 3 bedroom apartments atlanta,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious studio apartments atlanta,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments atlanta under 1500,0,0,0.0,0.0,Very Easy,Commercial,Address / Navigational,Atlanta,Yes,Yes,T2,5,Long Tail,No,No article intent,Generated (AEO)
studio apartments chamblee,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Atlanta,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments doraville,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Atlanta,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments embry hills,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Embry Hills comps),Atlanta,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments for rent atlanta,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments near cdc,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments near emory university,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments near mercedes-benz usa,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,No,No local relevance,Generated (AEO)
studio apartments northeast atlanta,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio pet friendly apartments atlanta,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
summit embry hills pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Embry Hills comps),Atlanta,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
summit embry hills reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Embry Hills comps),Atlanta,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
summit embry hills vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Embry Hills comps),Atlanta,Yes,Yes,T2,6,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
the grove pricing,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Atlanta,No,Yes,T2,3,Long Tail,No,No local relevance,Generated (AEO)
the grove reviews,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Atlanta,No,Yes,T2,3,Long Tail,No,No local relevance,Generated (AEO)
the grove vs nearby apartments,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,No,No local relevance,Generated (AEO)
the oliver pricing,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Atlanta,No,Yes,T2,3,Long Tail,No,No local relevance,Generated (AEO)
the oliver reviews,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Atlanta,No,Yes,T2,3,Long Tail,No,No local relevance,Generated (AEO)
the oliver vs nearby apartments,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,No,No local relevance,Generated (AEO)
tour checklist apartment atlanta,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes chamblee,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Atlanta,No,Yes,T2,2,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes doraville,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Atlanta,No,Yes,T2,2,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes embry hills,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Embry Hills comps),Atlanta,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
townhomes northeast atlanta,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Atlanta,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
utilities cost atlanta apartment,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Atlanta,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek amenities,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek application requirements,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek availability,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek floor plans,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek lease terms,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek move in specials,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek parking,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek pet policy,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek photos,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek pricing,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek resident reviews,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek tour,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek utilities included,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek vs bexley chamblee,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek vs chamblee heights,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek vs manor chamblee,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek vs summit embry hills,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,7,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek vs the grove,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek vs the oliver,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
verdant peachtree creek vs vue at embry hills,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,8,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
vue at embry hills pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Embry Hills comps),Atlanta,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
vue at embry hills vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Embry Hills comps),Atlanta,Yes,Yes,T2,7,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what credit score do you need to rent in atlanta,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Atlanta,Yes,Yes,T2,10,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what does rent include at apartments in atlanta,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Atlanta,Yes,Yes,T2,8,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what floor plans does verdant peachtree creek offer,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,8,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
what salary do you need to live in atlanta,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Atlanta,Yes,Yes,T2,9,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
where is verdant peachtree creek located,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments with fireplace atlanta,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Interior feature differentiator,Generated (Research)
apartments with covered parking atlanta,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Amenity differentiator,Generated (Research)
apartments with vaulted ceilings atlanta,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Interior feature differentiator,Generated (Research)
apartments with hardwood floors atlanta,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Interior feature differentiator,Generated (Research)
apartments with walk in closets atlanta,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Atlanta,Yes,Yes,T2,6,Long Tail,Yes,Interior feature differentiator,Generated (Research)
apartments with built in desk atlanta,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Atlanta,Yes,Yes,T2,6,Long Tail,Yes,Interior feature differentiator,Generated (Research)
apartments near emory university atlanta,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Employer/university proximity,Generated (Research)
apartments near cdc atlanta,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Employer proximity keyword,Generated (Research)
apartments near oglethorpe university,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,University proximity keyword,Generated (Research)
apartments near children's healthcare atlanta,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Employer proximity keyword,Generated (Research)
gated community apartments atlanta ga,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Security differentiator,Generated (Research)
gated apartments near i-85 atlanta,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Security + location differentiator,Generated (Research)
apartments near brookhaven atlanta,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Neighborhood proximity keyword,Generated (Research)
apartments near chamblee atlanta,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Neighborhood proximity keyword,Generated (Research)
apartments 30341 atlanta,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Atlanta,No,Yes,T2,3,Long Tail,Yes,Zip code search keyword,Generated (Research)
apartments near peachtree industrial blvd,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Corridor proximity keyword,Generated (Research)
commuter friendly apartments atlanta,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Lifestyle keyword,Generated (Research)
apartments with bbq grills atlanta,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Amenity differentiator,Generated (Research)
apartments with conference room atlanta,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Work-from-home amenity,Generated (Research)
verdant peachtree creek floor plans,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,5,Quick Win,Yes,Brand informational keyword,Generated (Research)
verdant peachtree creek reviews,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,4,Quick Win,Yes,Brand reputation keyword,Generated (Research)
verdant peachtree creek pricing,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,4,Quick Win,Yes,Brand transactional keyword,Generated (Research)
verdant peachtree creek pet policy,0,0,0.0,0.0,Very Easy,Navigational,Branded,Atlanta,Yes,Yes,T2,5,Quick Win,Yes,Brand pet policy keyword,Generated (Research)
bilingual leasing apartments atlanta,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Service differentiator,Generated (Research)
spanish speaking apartments atlanta,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Atlanta,Yes,Yes,T2,4,Long Tail,Yes,Service differentiator,Generated (Research)
apartments near graves park atlanta,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Atlanta,Yes,Yes,T2,5,Long Tail,Yes,Recreation proximity keyword,Generated (Research)
apartments with patio or balcony atlanta,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Atlanta,Yes,Yes,T2,6,Long Tail,Yes,Interior feature differentiator,Generated (Research)
